title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,risorsa
Palermo - Alla Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,9,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (9),CC BY SA 4.0,"La Cala, porto, porta Carbone, Palermo",Palermo,38035897861
Palermo – Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,29,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (29),CC BY SA 4.0,"Porto, Monte Pellegrino, molo, banchina, Palermo",Palermo,38053237856
Palermo – Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,19,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (19),CC BY SA 4.0,"La Cala, porto, Foro Italico, Foro Umberto I, Palermo",Palermo,38059585691
Palermo - sull'Antemurale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,23,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (23),CC BY SA 4.0,"La Cala, porto, pescatori, antemurale, Palermo",Palermo,38060128971
Palermo - sull'Antemurale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,24,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (24),CC BY SA 4.0,"La Cala, porto, pescatori, antemurale, Palermo",Palermo,38061806991
Palermo - Molo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,27,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (27),CC BY SA 4.0,"Molo, porto, Monte Pellegrino, Palermo",Palermo,38062317961
Palermo - Sant'Erasmo - Arrivo del tonno  - III.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,329,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (329),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38108760064
Palermo - Porto e Panorama,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,35,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (35),CC BY SA 4.0,"Porto, barche, molo, banchina, panorama, Palermo",Palermo,38108809251
Palermo - Sant'Erasmo - Arrivo del tonno  - VI.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,335,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (335),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38111010224
Palermo – Piccolo Porto S. Erasmo II.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,336,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (336),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38111040824
Palermo - Sant'Erasmo - Arrivo del tonno  - V.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,338,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (338),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38111113524
Palermo - Foro Umberto I.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,347,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (347),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,38132840264
Palermo - Il Porto con veduta della Città,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,38,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (38),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Palermo",Palermo,38203742756
Palermo - La stazione di caricamento nel porto,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,48,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (48),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretti, carretti siciliani, Monte Pellegrino, Palermo",Palermo,38226783806
Palermo dal mare,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,51,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (51),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Teatro Massimo, Palermo",Palermo,38227139346
Palermo - Banchina di approdo sulla via Borgo,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,52,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (52),CC BY SA 4.0,"Porto, barche, molo, banchina, navi,via Borgo, Palermo",Palermo,38227368726
Palermo - Scarico della farina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,44,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (44),CC BY SA 4.0,"Porto, barche, scarico, farina, navi, Palermo",Palermo,38247221432
Palermo - Barche a vela,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,45,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (45),CC BY SA 4.0,"Porto, barche a vela, navi, Monte Pellegrino, Palermo",Palermo,38279508671
Palermo - Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,49,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (49),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretti, carretti siciliani, Monte Pellegrino, Palermo",Palermo,38281752091
Palermo - Porta Nuova,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,104,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (104),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38329484596
En entrant dans le port de Palerme,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,62,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (62),CC BY SA 4.0,"Porto, barche, navi, molo, villa Igiea, Palermo",Palermo,38329591536
Porta Nuova dell'architetto Gaspare Guercio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,106,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (106),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38329676486
Saluti da Palermo - Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,115,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (115),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38330462046
Palermo - Foro Umberto I e Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,116,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (116),CC BY SA 4.0,"porta Felice, foro Umberto I, foro Italico, Palermo",Palermo,38331656116
Porta Felice e Foro Italico,"Stengel &amp; Co., Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,119,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (119),CC BY SA 4.0,"porta Felice, foro Italico, foro Umberto I, Palermo",Palermo,38331816956
Porta Felice e Foro Italico,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,125,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (125),CC BY SA 4.0,"porta Felice, Foro Umberto I, Foro Italico, Palermo",Palermo,38353394286
Antiche denominazione delle Porte che custodivano la Città di Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,96,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (96),CC BY SA 4.0,"porta Vicari, porta Sant'Agata, porta Giglio, porta Montalto, porta Castro, Palermo",Palermo,38353599722
Antiche denominazione delle Porte che custodivano la Città di Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,98,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (98),CC BY SA 4.0,"porta Nuova, porta D'Ossuna, porta Guccia, porta Carini, Palermo",Palermo,38353853782
Palermo - Porta Nuova – Dell'archittetto Guercio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,100,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (100),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38353970242
Palermo - Molo Puntone,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,59,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (59),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretto, Palermo",Palermo,38354003382
Porta Nuova (esterno),"G. Valdes, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,107,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (107),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38354434212
Palermo - Vapore in partenza per Napoli,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,65,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (65),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, Palermo",Palermo,38354597452
Palermo - Porta Nuova,"Stengel &amp; Co., Dresda - Berlino","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,111,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (111),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38354736762
Palermo - Porta Felice Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,112,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (112),CC BY SA 4.0,"porta Felice, marina, Palermo",Palermo,38354901752
Palermo - Porta Felice,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,127,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (127),CC BY SA 4.0,"Foro Italico, Foro Umberto I, Marina, porta Felice, Palermo",Palermo,38354958796
Palermo - Porta Felice e Foro Italico,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,113,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (113),CC BY SA 4.0,"porta Felice, marina, Palermo",Palermo,38354978962
Palermo - Porta Felice,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,114,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (114),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38355113312
Palermo - Lanterna del molo,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,76,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (76),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, lanterna, faro, Palermo",Palermo,38355137276
Palermo – Piazza delle tredici vittime e porta S. Giorgio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,131,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (131),CC BY SA 4.0,"porta S. Giorgio, piazzadelletredicivittime, Palermo",Palermo,38355751666
Palermo - Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,84,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (84),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Palermo",Palermo,38356193856
Palermo - Porta Mazzara,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,143,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (143),CC BY SA 4.0,"Porta Mazzara, Porta Montalto, Palermo",Palermo,38356922406
Palermo - Foro Italico e Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,122,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (122),CC BY SA 4.0,"porta Felice, foro Italico, foro Umberto I, Palermo",Palermo,38376764832
Palermo - Quattro Canti,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,150,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (150),CC BY SA 4.0,"via Macqueda, via Maqueda, Quattro Canti, Quattro Cantoni, Piazza Vigliena, Palermo",Palermo,38376768046
Palermo - Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,126,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (126),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38377139492
Palermo - Corso calatafimi,"Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,236,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (236),CC BY SA 4.0,"Palermo, corso Calatafimi, piazza Indipendenza",Palermo,38377448686
Palermo - Piazza G. Verdi e Via Macqueda,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,242,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (242),CC BY SA 4.0,"Palermo, piazza Verdi, via Macqueda, via Maqueda, chiosco, chiosco Ribaudo",Palermo,38377888266
Palermo - via Macqueda,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,243,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (243),CC BY SA 4.0,"Palermo, via Macqueda, via Maqueda, piazza Verdi,",Palermo,38377951056
Palermo - Il Monte Pellegrino dalla Lanterna,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,72,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (72),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, monte Pellegrino, faro, Lanterna, Bacino, Arsenale Borbonico, cantiere navale, Palermo",Palermo,38378359712
Palermo - Molo e Monte Pellegrino.,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,74,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (74),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, faro, Lanterna, Monte Pellegrino, Arsenale Borbonico, Palermo",Palermo,38378529042
Palermo - Porta Colonna,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,137,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (137),CC BY SA 4.0,"Porta Colonna, Palermo",Palermo,38380158212
Palermo - Monte Pellegrino e il porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,88,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (88),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Palermo",Palermo,38380349812
Palermo - Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,56,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (56),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Monte Pellegrino, Palermo",Palermo,38383983681
Palermo - Molo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,57,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (57),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Monte Pellegrino, Palermo",Palermo,38384088541
Palermo - Dogana - II.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,61,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (61),CC BY SA 4.0,"Porto, barche, navi, Dogana, carretto, molo, Palermo",Palermo,38384423501
Palermo - Porta Nuova - Costruita nel 1668,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,105,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (105),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38384537101
Palermo - Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,64,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (64),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, Palermo",Palermo,38384779761
Palermo - Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,108,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (108),CC BY SA 4.0,"porta Felice, foro Umberto I, foro Italico, Palermo",Palermo,38384871721
Palermo - Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,110,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (110),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38385048791
Palermo - Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,69,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (69),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, Lanterna, faro, Monte Pellegrino, Palermo",Palermo,38385408121
Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,118,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (118),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38386574441
